#,Categoria,Nome_do_taxon_(com_autoria),Nome_em_Portugues,English_Name,Vasante__Julho_/2023,,,,,,,,,,,,,,,,Seca__Outubro_/2023,,,,,,,,,,,,,,,Enchente_Marco_de_2024,,,,,,,,,,,,,,Cheia_Dezembro_2024,,,,,,,,,,,,,
,,,,,FOAD,B._sonhos,estrada_(mata+comunidade),Sinha_mariana_(indo_para_corixo_Leme),Corixo_Leme,_Rio_II_________________________________________Estirao_Cumprido/Porto_Brandao,,Rio_I_______________________Poco/_Barao,,Mane_Isaque,Rio_III______________Cuiaba_Mirim,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore_cidade,Total_1ª_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,_Rio_II_____________________________________________________Porto_Brandao/_Estirao_Cumprido,Rio_III,,Mane_Isaque,Rio_I,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_2º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_3º_Coleta,FOAD,B._sonhos,estrada_(mata+comunidade),Chacorore___Sinha_Mariana,Corixo_Leme,Rio_III,Rio_II,Rio_I,Mane_Isaque,Sinha_Mariana__Mutum,Rio_Mutum,Corixo_do_Mato,Chacorore,Total_4º_Coleta
159,Especie,Aburria_jacutinga_(Spix_1825),jacutinga,Black_fronted_Piping_Guan,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
160,Genero,Ortalis_Merrem_1786,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
161,Especie,Ortalis_canicollis_(Wagler_1830),aracua_do_pantanal,Chaco_Chachalaca,,12,3,,,7,5,8,,,3,,2,,,40,5,10,,4,,10,15,,2,1,,3,,5,55,8,11,,,4,1,1,2,2,,,0,8,37,6,7,,,,5,1,,,,1,,,20
163,Especie,Ortalis_guttata_(Spix_1825),aracua_pintado,Speckled_Chachalaca,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
165,Especie,Ortalis_remota_Pinto_1960,aracua_guarda_faca,Pinto's_Chachalaca,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
166,Especie,Ortalis_araucuan_(Spix_1825),aracua_de_barriga_branca,East_Brazilian_Chachalaca,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
167,Especie,Ortalis_squamata_(Lesson_1829),aracua_escamoso,Scaled_Chachalaca,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
168,Especie,Ortalis_motmot_(Linnaeus_1766),aracua_pequeno,Variable_Chachalaca,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
169,Especie,Ortalis_ruficeps_(Wagler_1830),aracuazinho,Chestnut_headed_Chachalaca,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
170,Especie,Ortalis_superciliaris_(Gray_1867),aracua_de_sobrancelhas,Buff_browed_Chachalaca,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
171,Genero,Nothocrax_Burmeister_1856,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
172,Especie,Nothocrax_urumutum_(Spix_1825),urumutum,Nocturnal_Curassow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
173,Genero,Crax_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
174,Especie,Crax_alector_Linnaeus_1766,mutum_poranga,Black_Curassow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
177,Especie,Crax_globulosa_Spix_1825,mutum_de_fava,Wattled_Curassow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
178,Especie,Crax_fasciolata_Spix_1825,mutum_de_penacho,Bare_faced_Curassow,,,2,,,,,,,,,,,,,2,2,4,4,3,,,,,,,,,,,13,2,,,,,,2,,,,2,,,6,,,,,,,,,,,2,,,2
182,Especie,Crax_blumenbachii_Spix_1825,mutum_de_bico_vermelho,Red_billed_Curassow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
183,Genero,Pauxi_Temminck_1813,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
184,Especie,Pauxi_tomentosa_(Spix_1825),mutum_do_norte,Crestless_Curassow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
185,Especie,Pauxi_tuberosa_(Spix_1825),mutum_cavalo,Razor_billed_Curassow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
186,Especie,Pauxi_mitu_(Linnaeus_1766),mutum_do_nordeste,Alagoas_Curassow,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
187,Familia,Odontophoridae_Gould_1844,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
188,Genero,Colinus_Goldfuss_1820,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
189,Especie,Colinus_cristatus_(Linnaeus_1766),uru_do_campo,Crested_Bobwhite,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
191,Genero,Odontophorus_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
192,Especie,Odontophorus_gujanensis_(Gmelin_1789),uru_corcovado,Marbled_Wood_Quail,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
196,Especie,Odontophorus_capueira_(Spix_1825),uru,Spot_winged_Wood_Quail,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
199,Especie,Odontophorus_stellatus_(Gould_1843),uru_de_topete,Starred_Wood_Quail,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
200,Ordem,Phoenicopteriformes_Fürbringer_1888,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
201,Familia,Phoenicopteridae_Bonaparte_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
202,Genero,Phoenicopterus_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
203,Especie,Phoenicopterus_chilensis_Molina_1782,flamingo_chileno,Chilean_Flamingo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
204,Especie,Phoenicopterus_ruber_Linnaeus_1758,flamingo,American_Flamingo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
205,Genero,Phoenicoparrus_Bonaparte_1856,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
206,Especie,Phoenicoparrus_andinus_(Philippi_1854),flamingo_dos_andes,Andean_Flamingo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
207,Especie,Phoenicoparrus_jamesi_(Sclater_1886),flamingo_da_puna,James's_Flamingo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
208,Ordem,Podicipediformes_Fürbringer_1888,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
209,Familia,Podicipedidae_Bonaparte_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
210,Genero,Rollandia_Bonaparte_1856,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
211,Especie,Rollandia_rolland_(Quoy_&_Gaimard_1824),mergulhao_de_orelha_branca,White_tufted_Grebe,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
213,Genero,Tachybaptus_Reichenbach_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
214,Especie,Tachybaptus_dominicus_(Linnaeus_1766),mergulhao_pequeno,Least_Grebe,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
216,Genero,Podilymbus_Lesson_1831,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
217,Especie,Podilymbus_podiceps_(Linnaeus_1758),mergulhao_cacador,Pied_billed_Grebe,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
219,Genero,Podicephorus_Bochenski_1994,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
220,Especie,Podicephorus_major_(Boddaert_1783),mergulhao_grande,Great_Grebe,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
222,Genero,Podiceps_Latham_1787,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
223,Especie,Podiceps_occipitalis_Garnot_1826,mergulhao_de_orelha_amarela,Silvery_Grebe,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
225,Ordem,Columbiformes_Latham_1790,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
226,Familia,Columbidae_Leach_1820,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
227,Subfamilia,Columbinae_Leach_1820,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
228,Genero,Columba_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
229,Especie,Columba_livia_Gmelin_1789,pombo_domestico,Rock_Pigeon,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
231,Genero,Patagioenas_Reichenbach_1853,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
232,Especie,Patagioenas_speciosa_(Gmelin_1789),pomba_trocal,Scaled_Pigeon,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,2,,,2
233,Especie,Patagioenas_picazuro_(Temminck_1813),pomba_asa_branca,Picazuro_Pigeon,,19,,,,8,,5,,1,,3,27,4,9,76,,,,5,2,,1,,,,36,19,,,63,,4,,,,2,11,1,,2,6,1,,27,2,,,,,,,,1,1,2,,,6
236,Especie,Patagioenas_maculosa_(Temminck_1813),pomba_do_orvalho,Spot_winged_Pigeon,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
238,Especie,Patagioenas_fasciata_(Say_1823),pomba_de_coleira,Band_tailed_Pigeon,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
240,Especie,Patagioenas_cayennensis_(Bonnaterre_1792),pomba_galega,Pale_vented_Pigeon,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,1,,,2,,,,,,,1,,,,1,1,,3,,,,,,,,,,,2,,,2
244,Especie,Patagioenas_plumbea_(Vieillot_1818),pomba_amargosa,Plumbeous_Pigeon,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
249,Especie,Patagioenas_subvinacea_(Lawrence_1868),pomba_botafogo,Ruddy_Pigeon,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
253,Genero,Geotrygon_Gosse_1847,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
254,Especie,Geotrygon_saphirina_Bonaparte_1855,juriti_safira,Sapphire_Quail_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
256,Especie,Geotrygon_montana_(Linnaeus_1758),pariri,Ruddy_Quail_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,0
258,Especie,Geotrygon_violacea_(Temminck_1809),juriti_vermelha,Violaceous_Quail_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
260,Genero,Leptotila_Swainson_1837,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
261,Especie,Leptotila_verreauxi_Bonaparte_1855,juriti_pupu,White_tipped_Dove,1,,,,,1,,,,,,,2,,5,9,6,8,1,,,,4,,1,6,,,,2,28,4,,,,,,1,,1,,9,0,1,16,5,,,,,,,,,,3,,,8
266,Especie,Leptotila_rufaxilla_(Richard_&_Bernard_1792),juriti_de_testa_branca,Gray_fronted_Dove,,,,,,,,,,,,,,,,0,,,,,,,1,,1,,,,,,2,2,,,,,2,,,,,1,,,5,,,,,,,,,,,,,,0
271,Genero,Zenaida_Bonaparte_1838,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
272,Especie,Zenaida_auriculata_(Des_Murs_1847),avoante,Eared_Dove,,,,,,,,,1,,,,1,,,2,,,,,,,,,,,,8,,,8,,,,,,,,,,,,,,0,,,,,1,,,,,,3,,,4
278,Subfamilia,Claravinae_Richmond_1917,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
279,Genero,Claravis_Oberholser_1899,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
280,Especie,Claravis_pretiosa_(Ferrari_Perez_1886),pararu_azul,Blue_Ground_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,1,,,,,,,,,,,2,,3,,,,,,,,,,,,,,0
281,Genero,Uropelia_Bonaparte_1855,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
282,Especie,Uropelia_campestris_(Spix_1825),rolinha_vaqueira,Long_tailed_Ground_Dove,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
285,Genero,Paraclaravis_Sangster_Sweet_&_Johnson_2018,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
286,Especie,Paraclaravis_geoffroyi_(Temminck_1811),pararu_espelho,Purple_winged_Ground_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
287,Genero,Columbina_Spix_1825,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
288,Especie,Columbina_passerina_(Linnaeus_1758),rolinha_cinzenta,Common_Ground_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
290,Especie,Columbina_minuta_(Linnaeus_1766),rolinha_de_asa_canela,Plain_breasted_Ground_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,2,2,,,,,,,,,,,,,,0
292,Especie,Columbina_talpacoti_(Temminck_1811),rolinha_roxa,Ruddy_Ground_Dove,2,,,,,3,,,12,8,,,,,44,69,1,10,7,,,20,1,,3,26,,,,15,83,6,,7,,,6,1,,1,1,33,0,16,71,1,2,5,,1,5,,,2,,3,,,19
295,Especie,Columbina_squammata_(Lesson_1831),rolinha_fogo_apagou,Scaled_Dove,3,,,,,,,,,1,2,,,,,6,,,,,,2,,,1,,,,,,3,1,2,,,,5,1,2,,,,0,10,21,,3,2,,,,,,,,1,,,6
297,Especie,Columbina_picui_(Temminck_1813),rolinha_picui,Picui_Ground_Dove,,,,,,,,,,,,,,,,0,,,2,,,,,,,1,,,,5,8,,,1,,,,,,,,,0,3,6,2,,,,,,,,,,,,,2
300,Especie,Columbina_cyanopis_(Pelzeln_1870),rolinha_do_planalto,Blue_eyed_Ground_Dove,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
301,Ordem,Cuculiformes_Wagler_1830,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
302,Familia,Cuculidae_Leach_1820,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
303,Subfamilia,Crotophaginae_Swainson_1837,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
304,Genero,Guira_Lesson_1830,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
305,Especie,Guira_guira_(Gmelin_1788),anu_branco,Guira_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,5,,,1,1,,,,1,8,,,2,,,,,2,,,,,,4,,,,,,,1,,1,,,,,2
306,Genero,Crotophaga_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
307,Especie,Crotophaga_major_Gmelin_1788,anu_coroca,Greater_Ani,,,,,,,,,,,,,3,,,3,,9,,,,,,,,1,,9,,6,25,,,,,4,2,,20,7,,,1,,34,,,,,2,1,5,1,11,,5,,2,27
308,Especie,Crotophaga_ani_Linnaeus_1758,anu_preto,Smooth_billed_Ani,,,1,,,2,,4,,7,5,,5,15,6,45,1,,4,5,,9,6,,23,4,,1,,14,67,,,,,,1,5,,2,,4,2,29,43,,2,,,2,1,2,,7,,,,2,16
309,Subfamilia,Taperinae_Verheyen_1956,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
310,Genero,Tapera_Thunberg_1819,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
311,Especie,Tapera_naevia_(Linnaeus_1766),saci,Striped_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
313,Genero,Dromococcyx_Wied_1832,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
314,Especie,Dromococcyx_phasianellus_(Spix_1824),peixe_frito,Pheasant_Cuckoo,,,,,,,,,,1,,,1,,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
315,Especie,Dromococcyx_pavoninus_Pelzeln_1870,peixe_frito_pavonino,Pavonine_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
316,Subfamilia,Neomorphinae_Shelley_1891,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
317,Genero,Neomorphus_Gloger_1827,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
318,Especie,Neomorphus_geoffroyi_(Temminck_1820),jacu_estalo,Rufous_vented_Ground_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
323,Especie,Neomorphus_squamiger_Todd_1925,jacu_estalo_escamoso,Scaled_Ground_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
324,Especie,Neomorphus_rufipennis_(Gray_1849),jacu_estalo_de_asa_vermelha,Rufous_winged_Ground_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
325,Especie,Neomorphus_pucheranii_(Deville_1851),jacu_estalo_de_bico_vermelho,Red_billed_Ground_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
328,Subfamilia,Cuculinae_Leach_1820,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
329,Genero,Coccycua_Lesson_1830,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
330,Especie,Coccycua_minuta_(Vieillot_1817),chincoa_pequeno,Little_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
332,Genero,Micrococcyx_(Ridgway_1912),,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
333,Especie,Micrococcyx_cinereus_(Vieillot_1817),papa_lagarta_cinzento,Ash_colored_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
334,Genero,Piaya_Lesson_1830,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
335,Especie,Piaya_cayana_(Linnaeus_1766),alma_de_gato,Squirrel_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,0
342,Especie,Piaya_melanogaster_(Vieillot_1817),chincoa_de_bico_vermelho,Black_bellied_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
343,Genero,Coccyzus_Vieillot_1816,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
344,Especie,Coccyzus_melacoryphus_Vieillot_1817,papa_lagarta_acanelado,Dark_billed_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
345,Especie,Coccyzus_americanus_(Linnaeus_1758),papa_lagarta_de_asa_vermelha,Yellow_billed_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
347,Especie,Coccyzus_euleri_Cabanis_1873,papa_lagarta_de_euler,Pearly_breasted_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
348,Especie,Coccyzus_minor_(Gmelin_1788),papa_lagarta_do_mangue,Mangrove_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
349,Especie,Coccyzus_erythropthalmus_(Wilson_1811),papa_lagarta_de_bico_preto,Black_billed_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
350,Genero,Cuculus_Linnaeus_1758,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
351,Especie,Cuculus_canorus_Linnaeus_1758,cuco_canoro,Common_Cuckoo,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
353,Ordem,Steatornithiformes_Sharpe_1891,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
354,Familia,Steatornithidae_Bonaparte_1843,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
355,Genero,Steatornis_Humboldt_1814,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
356,Especie,Steatornis_caripensis_Humboldt_1817,guacharo,Oilbird,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
357,Ordem,Nyctibiiformes_Yuri_Kimball_Harshman_Bowie_Braun_Chojnowski_Hackett_Huddleston_Moore_Reddy_Sheldon_Steadman_Witt_&_Braun_2013,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
358,Familia,Nyctibiidae_Chenu_&_Des_Murs_1851,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
359,Genero,Phyllaemulor_Costa_Whitney_Braun_White_Silveira_&_Cleere_2017,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0
