#;Categoria;Nome do táxon (com autoria);Nome em Português;English Name;Vasante  Julho /2023;;;;;;;;;;;;;;;;Seca  Outubro /2023;;;;;;;;;;;;;;;Enchente Março de 2024;;;;;;;;;;;;;;Cheia Dezembro 2024;;;;;;;;;;;;;;;;
;;;;;FOAD;B. sonhos;estrada (mata+comunidade);Sinhá mariana (indo para corixo Leme);Corixo Leme; Rio II                                         Estirão Cumprido/Porto Brandão;;Rio I                       Poço/ Barão;;Mané-Isaque;Rio III              Cuiabá-Mirim;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé cidade;Total 1ª Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme; Rio II                                                     Porto Brandão/ Estirão Cumprido;Rio III;;Mané-Isaque;Rio I;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 2º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 3º Coleta;FOAD;B. sonhos;estrada (mata+comunidade);Chacororé - Sinhá Mariana;Corixo Leme;Rio III;Rio II;Rio I;Mané-Isaque;Sinhá Mariana- Mutum;Rio Mutum;Corixo do Mato;Chacororé;Total 4º Coleta;;;
137;Espécie;Penelope superciliaris Temminck, 1815;jacupemba;Rusty-margined Guan;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
144;Espécie;Penelope jacquacu Spix, 1825;jacu-de-spix;Spix's Guan;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
148;Espécie;Penelope obscura Temminck, 1815;jacuguaçu;Dusky-legged Guan;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
149;Espécie;Penelope pileata Wagler, 1830;jacupiranga;White-crested Guan;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
150;Espécie;Penelope ochrogaster Pelzeln, 1870;jacu-de-barriga-castanha;Chestnut-bellied Guan;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2;;;2;;;;;1;;;;;;5;;;6;;;;;;;;;;;;;;0;;;
151;Espécie;Penelope jacucaca Spix, 1825;jacucaca;White-browed Guan;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
152;Gênero;Aburria Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
153;Espécie;Aburria cumanensis (Jacquin, 1784);jacutinga-de-garganta-azul;Blue-throated Piping-Guan;;;;;;;;;;;;;;;;0;;4;;;;;;;;;;;;;4;;;;;1;;1;;;;;;;2;;;;;;;;;;;;;;0;;;
156;Espécie;Aburria cujubi (Pelzeln, 1858);cujubi;Red-throated Piping-Guan;;;;;;;;;;;;;;;;0;;;;;11;;1;;;;;2;;;14;;;;;5;2;;;;;;;;7;;;;;;;;;;1;;;;1;;;
159;Espécie;Aburria jacutinga (Spix, 1825);jacutinga;Black-fronted Piping-Guan;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
160;Gênero;Ortalis Merrem, 1786;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
161;Espécie;Ortalis canicollis (Wagler, 1830);aracuã-do-pantanal;Chaco Chachalaca;;12;3;;;7;5;8;;;3;;2;;;40;5;10;;4;;10;15;;2;1;;3;;5;55;8;11;;;4;1;1;2;2;;;0;8;37;6;7;;;;5;1;;;;1;;;20;;;
163;Espécie;Ortalis guttata (Spix, 1825);aracuã-pintado;Speckled Chachalaca;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
165;Espécie;Ortalis remota Pinto, 1960;aracuã-guarda-faca;Pinto's Chachalaca;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
166;Espécie;Ortalis araucuan (Spix, 1825);aracuã-de-barriga-branca;East Brazilian Chachalaca;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
167;Espécie;Ortalis squamata (Lesson, 1829);aracuã-escamoso;Scaled Chachalaca;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
168;Espécie;Ortalis motmot (Linnaeus, 1766);aracuã-pequeno;Variable Chachalaca;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
169;Espécie;Ortalis ruficeps (Wagler, 1830);aracuãzinho;Chestnut-headed Chachalaca;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
170;Espécie;Ortalis superciliaris (Gray, 1867);aracuã-de-sobrancelhas;Buff-browed Chachalaca;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
171;Gênero;Nothocrax Burmeister, 1856;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
172;Espécie;Nothocrax urumutum (Spix, 1825);urumutum;Nocturnal Curassow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
173;Gênero;Crax Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
174;Espécie;Crax alector Linnaeus, 1766;mutum-poranga;Black Curassow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
177;Espécie;Crax globulosa Spix, 1825;mutum-de-fava;Wattled Curassow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
178;Espécie;Crax fasciolata Spix, 1825;mutum-de-penacho;Bare-faced Curassow;;;2;;;;;;;;;;;;;2;2;4;4;3;;;;;;;;;;;13;2;;;;;;2;;;;2;;;6;;;;;;;;;;;2;;;2;;;
182;Espécie;Crax blumenbachii Spix, 1825;mutum-de-bico-vermelho;Red-billed Curassow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
183;Gênero;Pauxi Temminck, 1813;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
184;Espécie;Pauxi tomentosa (Spix, 1825);mutum-do-norte;Crestless Curassow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
185;Espécie;Pauxi tuberosa (Spix, 1825);mutum-cavalo;Razor-billed Curassow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
186;Espécie;Pauxi mitu (Linnaeus, 1766);mutum-do-nordeste;Alagoas Curassow;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
187;Família;Odontophoridae Gould, 1844;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
188;Gênero;Colinus Goldfuss, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
189;Espécie;Colinus cristatus (Linnaeus, 1766);uru-do-campo;Crested Bobwhite;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
191;Gênero;Odontophorus Vieillot, 1816;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
192;Espécie;Odontophorus gujanensis (Gmelin, 1789);uru-corcovado;Marbled Wood-Quail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
196;Espécie;Odontophorus capueira (Spix, 1825);uru;Spot-winged Wood-Quail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
199;Espécie;Odontophorus stellatus (Gould, 1843);uru-de-topete;Starred Wood-Quail;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
200;Ordem;Phoenicopteriformes Fürbringer, 1888;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
201;Família;Phoenicopteridae Bonaparte, 1831;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
202;Gênero;Phoenicopterus Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
203;Espécie;Phoenicopterus chilensis Molina, 1782;flamingo-chileno;Chilean Flamingo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
204;Espécie;Phoenicopterus ruber Linnaeus, 1758;flamingo;American Flamingo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
205;Gênero;Phoenicoparrus Bonaparte, 1856;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
206;Espécie;Phoenicoparrus andinus (Philippi, 1854);flamingo-dos-andes;Andean Flamingo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
207;Espécie;Phoenicoparrus jamesi (Sclater, 1886);flamingo-da-puna;James's Flamingo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
208;Ordem;Podicipediformes Fürbringer, 1888;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
209;Família;Podicipedidae Bonaparte, 1831;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
210;Gênero;Rollandia Bonaparte, 1856;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
211;Espécie;Rollandia rolland (Quoy & Gaimard, 1824);mergulhão-de-orelha-branca;White-tufted Grebe;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
213;Gênero;Tachybaptus Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
214;Espécie;Tachybaptus dominicus (Linnaeus, 1766);mergulhão-pequeno;Least Grebe;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
216;Gênero;Podilymbus Lesson, 1831;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
217;Espécie;Podilymbus podiceps (Linnaeus, 1758);mergulhão-caçador;Pied-billed Grebe;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
219;Gênero;Podicephorus Bochenski, 1994;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
220;Espécie;Podicephorus major (Boddaert, 1783);mergulhão-grande;Great Grebe;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
222;Gênero;Podiceps Latham, 1787;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
223;Espécie;Podiceps occipitalis Garnot, 1826;mergulhão-de-orelha-amarela;Silvery Grebe;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
225;Ordem;Columbiformes Latham, 1790;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
226;Família;Columbidae Leach, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
227;Subfamília;Columbinae Leach, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
228;Gênero;Columba Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
229;Espécie;Columba livia Gmelin, 1789;pombo-doméstico;Rock Pigeon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
231;Gênero;Patagioenas Reichenbach, 1853;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
232;Espécie;Patagioenas speciosa (Gmelin, 1789);pomba-trocal;Scaled Pigeon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;1;1;;;;;;;;;;;1;;;1;;;;;;;;;;;2;;;2;;;
233;Espécie;Patagioenas picazuro (Temminck, 1813);pomba-asa-branca;Picazuro Pigeon;;19;;;;8;;5;;1;;3;27;4;9;76;;;;5;2;;1;;;;36;19;;;63;;4;;;;2;11;1;;2;6;1;;27;2;;;;;;;;1;1;2;;;6;;;
236;Espécie;Patagioenas maculosa (Temminck, 1813);pomba-do-orvalho;Spot-winged Pigeon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
238;Espécie;Patagioenas fasciata (Say, 1823);pomba-de-coleira;Band-tailed Pigeon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
240;Espécie;Patagioenas cayennensis (Bonnaterre, 1792);pomba-galega;Pale-vented Pigeon;;;;;;;;;;;;;;;;0;;;;;;;1;;;;;1;;;2;;;;;;;1;;;;1;1;;3;;;;;;;;;;;2;;;2;;;
244;Espécie;Patagioenas plumbea (Vieillot, 1818);pomba-amargosa;Plumbeous Pigeon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
249;Espécie;Patagioenas subvinacea (Lawrence, 1868);pomba-botafogo;Ruddy Pigeon;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
253;Gênero;Geotrygon Gosse, 1847;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
254;Espécie;Geotrygon saphirina Bonaparte, 1855;juriti-safira;Sapphire Quail-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
256;Espécie;Geotrygon montana (Linnaeus, 1758);pariri;Ruddy Quail-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;;;
258;Espécie;Geotrygon violacea (Temminck, 1809);juriti-vermelha;Violaceous Quail-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
260;Gênero;Leptotila Swainson, 1837;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
261;Espécie;Leptotila verreauxi Bonaparte, 1855;juriti-pupu;White-tipped Dove;1;;;;;1;;;;;;;2;;5;9;6;8;1;;;;4;;1;6;;;;2;28;4;;;;;;1;;1;;9;0;1;16;5;;;;;;;;;;3;;;8;;;
266;Espécie;Leptotila rufaxilla (Richard & Bernard, 1792);juriti-de-testa-branca;Gray-fronted Dove;;;;;;;;;;;;;;;;0;;;;;;;1;;1;;;;;;2;2;;;;;2;;;;;1;;;5;;;;;;;;;;;;;;0;;;
271;Gênero;Zenaida Bonaparte, 1838;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
272;Espécie;Zenaida auriculata (Des Murs, 1847);avoante;Eared Dove;;;;;;;;;1;;;;1;;;2;;;;;;;;;;;;8;;;8;;;;;;;;;;;;;;0;;;;;1;;;;;;3;;;4;;;
278;Subfamília;Claravinae Richmond, 1917;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
279;Gênero;Claravis Oberholser, 1899;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
280;Espécie;Claravis pretiosa (Ferrari-Perez, 1886);pararu-azul;Blue Ground-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;1;;;;;;;;;;;2;;3;;;;;;;;;;;;;;0;;;
281;Gênero;Uropelia Bonaparte, 1855;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
282;Espécie;Uropelia campestris (Spix, 1825);rolinha-vaqueira;Long-tailed Ground-Dove;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
285;Gênero;Paraclaravis Sangster, Sweet & Johnson, 2018;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
286;Espécie;Paraclaravis geoffroyi (Temminck, 1811);pararu-espelho;Purple-winged Ground-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
287;Gênero;Columbina Spix, 1825;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
288;Espécie;Columbina passerina (Linnaeus, 1758);rolinha-cinzenta;Common Ground-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
290;Espécie;Columbina minuta (Linnaeus, 1766);rolinha-de-asa-canela;Plain-breasted Ground-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;2;2;;;;;;;;;;;;;;0;;;
292;Espécie;Columbina talpacoti (Temminck, 1811);rolinha-roxa;Ruddy Ground-Dove;2;;;;;3;;;12;8;;;;;44;69;1;10;7;;;20;1;;3;26;;;;15;83;6;;7;;;6;1;;1;1;33;0;16;71;1;2;5;;1;5;;;2;;3;;;19;;;
295;Espécie;Columbina squammata (Lesson, 1831);rolinha-fogo-apagou;Scaled Dove;3;;;;;;;;;1;2;;;;;6;;;;;;2;;;1;;;;;;3;1;2;;;;5;1;2;;;;0;10;21;;3;2;;;;;;;;1;;;6;;;
297;Espécie;Columbina picui (Temminck, 1813);rolinha-picuí;Picui Ground-Dove;;;;;;;;;;;;;;;;0;;;2;;;;;;;1;;;;5;8;;;1;;;;;;;;;0;3;6;2;;;;;;;;;;;;;2;;;
300;Espécie;Columbina cyanopis (Pelzeln, 1870);rolinha-do-planalto;Blue-eyed Ground-Dove;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
301;Ordem;Cuculiformes Wagler, 1830;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
302;Família;Cuculidae Leach, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
303;Subfamília;Crotophaginae Swainson, 1837;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
304;Gênero;Guira Lesson, 1830;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
305;Espécie;Guira guira (Gmelin, 1788);anu-branco;Guira Cuckoo;;;;;;;;;;;;;;;;0;;;;;;5;;;1;1;;;;1;8;;;2;;;;;2;;;;;;4;;;;;;;1;;1;;;;;2;;;
306;Gênero;Crotophaga Linnaeus, 1758;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
307;Espécie;Crotophaga major Gmelin, 1788;anu-coroca;Greater Ani;;;;;;;;;;;;;3;;;3;;9;;;;;;;;1;;9;;6;25;;;;;4;2;;20;7;;;1;;34;;;;;2;1;5;1;11;;5;;2;27;;;
308;Espécie;Crotophaga ani Linnaeus, 1758;anu-preto;Smooth-billed Ani;;;1;;;2;;4;;7;5;;5;15;6;45;1;;4;5;;9;6;;23;4;;1;;14;67;;;;;;1;5;;2;;4;2;29;43;;2;;;2;1;2;;7;;;;2;16;;;
309;Subfamília;Taperinae Verheyen, 1956;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
310;Gênero;Tapera Thunberg, 1819;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
311;Espécie;Tapera naevia (Linnaeus, 1766);saci;Striped Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
313;Gênero;Dromococcyx Wied, 1832;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
314;Espécie;Dromococcyx phasianellus (Spix, 1824);peixe-frito;Pheasant Cuckoo;;;;;;;;;;1;;;1;;;2;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
315;Espécie;Dromococcyx pavoninus Pelzeln, 1870;peixe-frito-pavonino;Pavonine Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
316;Subfamília;Neomorphinae Shelley, 1891;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
317;Gênero;Neomorphus Gloger, 1827;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
318;Espécie;Neomorphus geoffroyi (Temminck, 1820);jacu-estalo;Rufous-vented Ground-Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
323;Espécie;Neomorphus squamiger Todd, 1925;jacu-estalo-escamoso;Scaled Ground-Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
324;Espécie;Neomorphus rufipennis (Gray, 1849);jacu-estalo-de-asa-vermelha;Rufous-winged Ground-Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
325;Espécie;Neomorphus pucheranii (Deville, 1851);jacu-estalo-de-bico-vermelho;Red-billed Ground-Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
328;Subfamília;Cuculinae Leach, 1820;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
329;Gênero;Coccycua Lesson, 1830;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
330;Espécie;Coccycua minuta (Vieillot, 1817);chincoã-pequeno;Little Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
332;Gênero;Micrococcyx (Ridgway, 1912);;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
333;Espécie;Micrococcyx cinereus (Vieillot, 1817);papa-lagarta-cinzento;Ash-colored Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
334;Gênero;Piaya Lesson, 1830;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
335;Espécie;Piaya cayana (Linnaeus, 1766);alma-de-gato;Squirrel Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;1;1;;2;;;;;;;;;;;;;;0;;;
342;Espécie;Piaya melanogaster (Vieillot, 1817);chincoã-de-bico-vermelho;Black-bellied Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
343;Gênero;Coccyzus Vieillot, 1816;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
344;Espécie;Coccyzus melacoryphus Vieillot, 1817;papa-lagarta-acanelado;Dark-billed Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
345;Espécie;Coccyzus americanus (Linnaeus, 1758);papa-lagarta-de-asa-vermelha;Yellow-billed Cuckoo;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;
